,temp_air,ghi,dni,dhi,wind_speed
2022-08-04 03:00:00,26.29,0.0,-0.0,0.0,2.21
2022-08-04 04:00:00,24.84,0.0,-0.0,0.0,1.45
2022-08-04 05:00:00,23.95,0.0,-0.0,0.0,1.03
2022-08-04 06:00:00,23.21,0.0,-0.0,0.0,1.03
2022-08-04 07:00:00,22.08,0.0,-0.0,0.0,1.03
2022-08-04 08:00:00,21.96,0.0,-0.0,0.0,0.9
2022-08-04 09:00:00,22.18,0.0,-0.0,0.0,0.83
2022-08-04 10:00:00,22.53,0.0,-0.0,0.0,0.62
2022-08-04 11:00:00,22.59,0.0,-0.0,0.0,0.41
2022-08-04 12:00:00,22.72,0.0,-0.0,0.0,0.41
2022-08-04 13:00:00,22.88,0.0,-0.0,0.0,0.41
2022-08-04 14:00:00,23.11,200.4,978.29,52.8,0.48
2022-08-04 15:00:00,23.98,411.85,957.44,73.85,0.55
2022-08-04 16:00:00,26.85,615.0,971.83,87.45,1.1
2022-08-04 17:00:00,28.81,786.15,973.59,97.45,1.38
2022-08-04 18:00:00,30.75,912.85,969.9,102.55,1.66
2022-08-04 19:00:00,32.21,980.15,953.22,104.8,2.28
2022-08-04 20:00:00,33.68,984.85,925.13,105.7,2.14
2022-08-04 21:00:00,34.8,924.05,882.31,104.15,2.07
2022-08-04 22:00:00,35.28,807.1,826.85,98.8,2.0
2022-08-04 23:00:00,35.3,642.2,749.12,89.85,2.28
2022-08-05 00:00:00,34.72,444.35,636.37,77.0,2.55
2022-08-05 01:00:00,33.76,234.9,453.02,57.6,2.83
2022-08-05 02:00:00,32.31,54.1,175.45,20.7,2.76
2022-08-05 03:00:00,30.14,0.0,-0.0,0.0,2.07
2022-08-05 04:00:00,28.24,0.0,-0.0,0.0,1.72
2022-08-05 05:00:00,27.06,0.0,-0.0,0.0,1.66
2022-08-05 06:00:00,26.19,0.0,-0.0,0.0,1.31
2022-08-05 07:00:00,25.41,0.0,-0.0,0.0,1.03
2022-08-05 08:00:00,25.0,0.0,-0.0,0.0,0.62
2022-08-05 09:00:00,25.08,0.0,-0.0,0.0,0.34
2022-08-05 10:00:00,25.11,0.0,-0.0,0.0,0.41
2022-08-05 11:00:00,25.16,0.0,-0.0,0.0,0.62
2022-08-05 12:00:00,24.84,0.0,-0.0,0.0,0.83
2022-08-05 13:00:00,23.9,0.0,-0.0,0.0,1.31
2022-08-05 14:00:00,23.32,193.9,954.68,52.05,1.45
2022-08-05 15:00:00,25.47,402.2,936.57,73.45,1.03
2022-08-05 16:00:00,28.53,603.8,955.14,87.0,1.66
2022-08-05 17:00:00,30.42,769.0,942.61,103.7,2.55
2022-08-05 18:00:00,32.11,867.1,869.91,141.6,2.62
2022-08-05 19:00:00,33.87,955.3,923.72,108.35,2.76
2022-08-05 20:00:00,35.24,932.85,801.54,172.3,2.83
2022-08-05 21:00:00,36.15,906.9,854.1,114.55,2.83
2022-08-05 22:00:00,36.61,792.1,798.59,109.4,2.69
2022-08-05 23:00:00,36.4,628.95,736.99,87.0,2.55
2022-08-06 00:00:00,35.61,439.65,632.96,75.75,2.48
2022-08-06 01:00:00,34.72,227.7,442.34,55.75,2.34
2022-08-06 02:00:00,33.1,51.7,169.41,19.95,2.41
2022-08-06 03:00:00,30.79,0.0,-0.0,0.0,2.07
2022-08-06 04:00:00,28.87,0.0,-0.0,0.0,1.66
2022-08-06 05:00:00,27.71,0.0,-0.0,0.0,1.45
2022-08-06 06:00:00,26.99,0.0,-0.0,0.0,1.1
2022-08-06 07:00:00,26.52,0.0,-0.0,0.0,0.55
2022-08-06 08:00:00,26.51,0.0,-0.0,0.0,0.62
2022-08-06 09:00:00,26.56,0.0,-0.0,0.0,0.69
2022-08-06 10:00:00,26.82,0.0,-0.0,0.0,0.62
2022-08-06 11:00:00,26.59,0.0,-0.0,0.0,0.41
2022-08-06 12:00:00,26.33,0.0,-0.0,0.0,0.34
2022-08-06 13:00:00,26.02,0.0,-0.0,0.0,0.76
2022-08-06 14:00:00,25.83,155.5,652.17,60.1,1.03
2022-08-06 15:00:00,26.66,268.6,509.61,90.75,0.83
2022-08-06 16:00:00,29.31,486.25,684.69,117.0,1.24
2022-08-06 17:00:00,31.08,721.75,841.01,129.5,2.0
2022-08-06 18:00:00,32.94,699.9,649.06,159.55,2.34
2022-08-06 19:00:00,33.26,841.2,713.43,188.1,0.9
2022-08-06 20:00:00,34.6,811.35,665.27,181.1,1.79
2022-08-06 21:00:00,35.5,795.9,700.53,147.15,2.28
2022-08-06 22:00:00,36.03,749.85,728.48,128.4,2.41
2022-08-06 23:00:00,36.33,616.25,696.92,105.2,2.55
2022-08-07 00:00:00,35.83,397.75,526.11,96.55,2.69
2022-08-07 01:00:00,34.88,220.6,422.79,57.4,2.76
2022-08-07 02:00:00,33.53,49.4,161.07,19.7,2.62
2022-08-07 03:00:00,31.26,0.0,-0.0,0.0,2.0
2022-08-07 04:00:00,29.01,0.0,-0.0,0.0,1.86
2022-08-07 05:00:00,27.32,0.0,-0.0,0.0,1.72
2022-08-07 06:00:00,26.19,0.0,-0.0,0.0,1.24
2022-08-07 07:00:00,25.01,0.0,-0.0,0.0,1.24
2022-08-07 08:00:00,24.52,0.0,-0.0,0.0,1.1
2022-08-07 09:00:00,23.93,0.0,-0.0,0.0,1.03
2022-08-07 10:00:00,23.6,0.0,-0.0,0.0,1.1
2022-08-07 11:00:00,23.6,0.0,-0.0,0.0,1.03
2022-08-07 12:00:00,23.79,0.0,-0.0,0.0,0.97
2022-08-07 13:00:00,24.23,0.0,-0.0,0.0,0.83
2022-08-07 14:00:00,24.58,189.3,956.46,51.6,0.69
2022-08-07 15:00:00,26.01,397.85,935.84,73.15,0.41
2022-08-07 16:00:00,29.12,599.8,953.77,87.15,0.28
2022-08-07 17:00:00,31.14,746.85,902.94,112.45,0.34
2022-08-07 18:00:00,32.76,898.4,957.28,102.9,0.9
2022-08-07 19:00:00,34.31,965.7,941.73,105.0,1.45
2022-08-07 20:00:00,35.45,973.55,925.17,98.5,1.66
2022-08-07 21:00:00,36.25,918.0,887.48,97.6,2.07
2022-08-07 22:00:00,36.37,790.1,812.02,98.9,2.48
2022-08-07 23:00:00,35.99,627.35,742.16,84.7,2.9
2022-08-08 00:00:00,35.1,426.4,606.4,80.75,3.45
2022-08-08 01:00:00,33.52,225.1,442.2,55.65,3.72
2022-08-08 02:00:00,31.4,47.7,159.98,18.7,3.31
2022-08-08 03:00:00,29.23,0.0,-0.0,0.0,2.41
2022-08-08 04:00:00,27.51,0.0,-0.0,0.0,2.0
2022-08-08 05:00:00,26.28,0.0,-0.0,0.0,1.59
2022-08-08 06:00:00,25.4,0.0,-0.0,0.0,1.38
2022-08-08 07:00:00,24.2,0.0,-0.0,0.0,1.52
2022-08-08 08:00:00,23.42,0.0,-0.0,0.0,1.45
2022-08-08 09:00:00,22.82,0.0,-0.0,0.0,1.45
2022-08-08 10:00:00,22.32,0.0,-0.0,0.0,1.31
2022-08-08 11:00:00,21.9,0.0,-0.0,0.0,1.1
2022-08-08 12:00:00,21.94,0.0,-0.0,0.0,0.9
2022-08-08 13:00:00,22.07,0.0,-0.0,0.0,0.83
2022-08-08 14:00:00,22.11,187.9,968.62,50.7,0.9
2022-08-08 15:00:00,24.6,398.55,946.75,72.0,0.76
2022-08-08 16:00:00,27.8,599.25,958.11,86.0,0.69
2022-08-08 17:00:00,30.01,770.2,962.12,95.8,0.55
2022-08-08 18:00:00,31.75,896.45,957.92,101.9,0.83
2022-08-08 19:00:00,33.07,964.15,941.82,104.8,1.31
2022-08-08 20:00:00,34.17,969.2,915.77,104.5,2.0
2022-08-08 21:00:00,34.79,912.85,882.96,98.15,2.55
2022-08-08 22:00:00,34.96,796.85,829.3,92.55,3.1
2022-08-08 23:00:00,34.72,630.4,746.11,86.5,3.59
2022-08-09 00:00:00,33.98,431.9,628.18,75.45,3.93
2022-08-09 01:00:00,32.67,222.65,438.46,55.9,3.86
2022-08-09 02:00:00,30.81,45.95,155.83,18.2,3.24
2022-08-09 03:00:00,28.63,0.0,-0.0,0.0,2.62
2022-08-09 04:00:00,26.94,0.0,-0.0,0.0,2.14
2022-08-09 05:00:00,25.84,0.0,-0.0,0.0,1.59
2022-08-09 06:00:00,25.06,0.0,-0.0,0.0,1.38
2022-08-09 07:00:00,24.18,0.0,-0.0,0.0,1.17
2022-08-09 08:00:00,23.56,0.0,-0.0,0.0,1.1
2022-08-09 09:00:00,22.96,0.0,-0.0,0.0,1.1
2022-08-09 10:00:00,22.54,0.0,-0.0,0.0,0.97
2022-08-09 11:00:00,22.18,0.0,-0.0,0.0,1.03
2022-08-09 12:00:00,21.86,0.0,-0.0,0.0,0.0
2022-08-09 13:00:00,21.96,0.0,-0.0,0.0,0.0
2022-08-09 14:00:00,22.19,184.25,960.43,50.45,0.76
2022-08-09 15:00:00,24.48,389.8,911.59,77.25,0.48
2022-08-09 16:00:00,27.46,593.4,948.65,86.95,0.41
2022-08-09 17:00:00,29.4,764.4,954.53,96.9,0.34
2022-08-09 18:00:00,30.95,890.35,951.28,102.8,0.83
2022-08-09 19:00:00,32.47,956.85,933.5,106.55,1.17
2022-08-09 20:00:00,33.59,961.9,908.81,105.25,1.72
2022-08-09 21:00:00,34.15,892.7,855.89,104.5,2.34
2022-08-09 22:00:00,34.21,787.5,816.5,95.7,2.9
2022-08-09 23:00:00,33.86,623.8,739.43,86.45,3.45
2022-08-10 00:00:00,32.98,405.0,581.37,76.65,4.0
2022-08-10 01:00:00,31.39,212.85,414.62,56.4,4.07
2022-08-10 02:00:00,29.52,43.85,150.75,17.5,3.45
2022-08-10 03:00:00,27.51,0.0,-0.0,0.0,2.55
2022-08-10 04:00:00,25.96,0.0,-0.0,0.0,2.0
2022-08-10 05:00:00,24.88,0.0,-0.0,0.0,1.66
2022-08-10 06:00:00,24.12,0.0,-0.0,0.0,1.31
2022-08-10 07:00:00,23.37,0.0,-0.0,0.0,1.45
2022-08-10 08:00:00,22.65,0.0,-0.0,0.0,1.59
2022-08-10 09:00:00,22.0,0.0,-0.0,0.0,1.66
2022-08-10 10:00:00,21.47,0.0,-0.0,0.0,1.59
2022-08-10 11:00:00,21.02,0.0,-0.0,0.0,1.45
2022-08-10 12:00:00,20.61,0.0,-0.0,0.0,1.24
2022-08-10 13:00:00,20.27,0.0,-0.0,0.0,1.1
2022-08-10 14:00:00,20.52,182.85,963.33,50.9,0.9
2022-08-10 15:00:00,23.52,392.8,937.36,73.35,0.69
2022-08-10 16:00:00,26.58,599.35,963.96,86.5,0.48
2022-08-10 17:00:00,29.04,773.05,969.3,96.85,0.83
2022-08-10 18:00:00,30.94,892.65,937.87,117.7,1.72
2022-08-10 19:00:00,32.27,970.5,948.83,107.75,1.86
2022-08-10 20:00:00,33.3,976.45,923.99,107.05,2.41
2022-08-10 21:00:00,33.91,918.05,885.57,104.15,2.97
2022-08-10 22:00:00,34.06,800.55,830.98,98.2,3.45
2022-08-10 23:00:00,33.87,634.2,752.73,88.95,3.72
2022-08-11 00:00:00,33.33,434.05,638.02,75.45,3.93
2022-08-11 01:00:00,32.17,221.35,443.11,55.5,3.93
2022-08-11 02:00:00,30.33,43.2,151.08,17.3,3.45
2022-08-11 03:00:00,28.17,0.0,-0.0,0.0,2.55
2022-08-11 04:00:00,26.6,0.0,-0.0,0.0,2.14
2022-08-11 05:00:00,25.59,0.0,-0.0,0.0,1.86
2022-08-11 06:00:00,25.03,0.0,-0.0,0.0,1.45
2022-08-11 07:00:00,23.96,0.0,-0.0,0.0,1.24
2022-08-11 08:00:00,23.28,0.0,-0.0,0.0,0.9
2022-08-11 09:00:00,23.66,0.0,-0.0,0.0,0.55
2022-08-11 10:00:00,23.43,0.0,-0.0,0.0,0.34
2022-08-11 11:00:00,23.23,0.0,-0.0,0.0,0.34
2022-08-11 12:00:00,22.95,0.0,-0.0,0.0,0.41
2022-08-11 13:00:00,22.69,0.0,-0.0,0.0,0.48
2022-08-11 14:00:00,22.48,193.1,1054.05,51.2,0.55
2022-08-11 15:00:00,23.75,412.2,1000.07,73.45,0.34
2022-08-11 16:00:00,26.68,623.75,1014.11,86.1,0.9
2022-08-11 17:00:00,28.41,801.9,1013.48,96.6,1.38
2022-08-11 18:00:00,29.99,929.4,1001.8,103.25,1.72
2022-08-11 19:00:00,31.05,997.2,981.0,106.8,1.72
2022-08-11 20:00:00,32.39,1000.1,951.51,106.45,1.79
2022-08-11 21:00:00,33.33,939.7,914.12,101.3,2.21
2022-08-11 22:00:00,33.69,819.85,861.85,93.25,2.76
2022-08-11 23:00:00,33.46,647.35,777.41,86.1,3.24
2022-08-12 00:00:00,32.61,441.95,656.6,74.75,3.66
2022-08-12 01:00:00,31.22,223.5,452.65,55.5,3.86
2022-08-12 02:00:00,29.21,42.4,152.09,16.85,3.59
2022-08-12 03:00:00,26.96,0.0,-0.0,0.0,2.76
2022-08-12 04:00:00,25.36,0.0,-0.0,0.0,2.28
2022-08-12 05:00:00,24.21,0.0,-0.0,0.0,1.59
2022-08-12 06:00:00,23.5,0.0,-0.0,0.0,0.97
2022-08-12 07:00:00,22.55,0.0,-0.0,0.0,1.38
2022-08-12 08:00:00,21.93,0.0,-0.0,0.0,1.03
2022-08-12 09:00:00,21.96,0.0,-0.0,0.0,0.76
2022-08-12 10:00:00,22.14,0.0,-0.0,0.0,0.69
2022-08-12 11:00:00,22.16,0.0,-0.0,0.0,0.55
2022-08-12 12:00:00,21.76,0.0,-0.0,0.0,0.69
2022-08-12 13:00:00,20.89,0.0,-0.0,0.0,0.97
2022-08-12 14:00:00,20.18,189.55,1050.52,50.6,1.03
2022-08-12 15:00:00,21.8,406.8,991.71,72.95,0.69
2022-08-12 16:00:00,25.23,616.1,1001.51,87.0,0.69
2022-08-12 17:00:00,27.32,794.4,1008.51,94.3,0.62
2022-08-12 18:00:00,29.06,928.8,1013.3,94.85,0.9
2022-08-12 19:00:00,30.03,992.65,980.83,104.05,1.52
2022-08-12 20:00:00,30.99,994.55,950.38,103.65,2.14
2022-08-12 21:00:00,31.55,934.65,910.61,101.25,2.76
2022-08-12 22:00:00,31.65,812.0,849.95,97.3,3.59
2022-08-12 23:00:00,31.02,642.35,770.93,87.7,4.21
2022-08-13 00:00:00,29.62,438.2,652.28,75.3,4.55
2022-08-13 01:00:00,27.87,222.05,453.88,55.05,4.34
2022-08-13 02:00:00,25.87,40.9,149.26,16.35,3.03
2022-08-13 03:00:00,24.09,0.0,-0.0,0.0,2.14
2022-08-13 04:00:00,22.69,0.0,-0.0,0.0,1.66
2022-08-13 05:00:00,21.58,0.0,-0.0,0.0,1.59
2022-08-13 06:00:00,20.67,0.0,-0.0,0.0,1.59
2022-08-13 07:00:00,19.36,0.0,-0.0,0.0,1.86
2022-08-13 08:00:00,18.66,0.0,-0.0,0.0,1.86
2022-08-13 09:00:00,17.99,0.0,-0.0,0.0,1.93
2022-08-13 10:00:00,17.46,0.0,-0.0,0.0,1.79
2022-08-13 11:00:00,16.87,0.0,-0.0,0.0,1.66
2022-08-13 12:00:00,16.42,0.0,-0.0,0.0,1.59
2022-08-13 13:00:00,15.98,0.0,-0.0,0.0,1.59
2022-08-13 14:00:00,16.21,179.6,1014.19,47.85,1.66
2022-08-13 15:00:00,18.56,396.15,955.77,76.4,1.86
2022-08-13 16:00:00,21.19,612.95,1010.03,81.25,2.07
2022-08-13 17:00:00,23.39,787.05,1004.48,91.5,2.21
2022-08-13 18:00:00,25.17,920.9,1002.78,97.3,3.1
2022-08-13 19:00:00,25.97,986.95,979.87,100.9,3.72
2022-08-13 20:00:00,26.9,996.2,956.14,101.65,4.14
2022-08-13 21:00:00,27.45,935.4,914.37,100.4,4.34
2022-08-13 22:00:00,27.57,817.0,860.66,95.25,4.41
2022-08-13 23:00:00,27.26,646.55,777.94,88.85,4.41
2022-08-14 00:00:00,26.35,442.25,663.09,75.3,4.34
2022-08-14 01:00:00,24.99,223.35,461.27,55.15,4.07
2022-08-14 02:00:00,22.97,39.85,148.56,15.95,2.9
2022-08-14 03:00:00,21.01,0.0,-0.0,0.0,2.14
2022-08-14 04:00:00,19.34,0.0,-0.0,0.0,1.93
2022-08-14 05:00:00,17.95,0.0,-0.0,0.0,1.72
2022-08-14 06:00:00,16.84,0.0,-0.0,0.0,1.59
2022-08-14 07:00:00,15.6,0.0,-0.0,0.0,1.93
2022-08-14 08:00:00,14.97,0.0,-0.0,0.0,1.86
2022-08-14 09:00:00,14.45,0.0,-0.0,0.0,1.72
2022-08-14 10:00:00,14.03,0.0,-0.0,0.0,1.66
2022-08-14 11:00:00,13.58,0.0,-0.0,0.0,1.59
2022-08-14 12:00:00,13.23,0.0,-0.0,0.0,1.59
2022-08-14 13:00:00,12.92,0.0,-0.0,0.0,1.45
2022-08-14 14:00:00,13.13,158.7,707.24,68.5,1.31
2022-08-14 15:00:00,15.93,363.95,744.03,116.6,1.17
2022-08-14 16:00:00,19.48,579.4,854.4,131.25,0.97
2022-08-14 17:00:00,22.67,775.3,971.07,104.6,0.55
2022-08-14 18:00:00,25.08,904.25,966.63,112.0,0.48
2022-08-14 19:00:00,25.96,972.1,948.43,116.15,1.45
2022-08-14 20:00:00,27.31,965.6,887.16,137.25,1.86
2022-08-14 21:00:00,28.15,885.05,786.23,168.7,2.0
2022-08-14 22:00:00,28.66,763.3,706.89,172.15,2.34
2022-08-14 23:00:00,28.7,591.95,611.55,155.15,2.83
2022-08-15 00:00:00,27.99,409.55,576.09,92.5,3.17
2022-08-15 01:00:00,26.39,202.55,398.59,58.55,3.52
2022-08-15 02:00:00,24.35,34.0,121.82,14.85,3.45
2022-08-15 03:00:00,22.02,0.0,-0.0,0.0,2.83
2022-08-15 04:00:00,20.43,0.0,-0.0,0.0,2.21
2022-08-15 05:00:00,19.51,0.0,-0.0,0.0,1.79
2022-08-15 06:00:00,18.85,0.0,-0.0,0.0,1.59
2022-08-15 07:00:00,18.16,0.0,-0.0,0.0,1.52
2022-08-15 08:00:00,17.68,0.0,-0.0,0.0,1.79
2022-08-15 09:00:00,17.15,0.0,-0.0,0.0,1.86
2022-08-15 10:00:00,16.62,0.0,-0.0,0.0,1.86
2022-08-15 11:00:00,16.3,0.0,-0.0,0.0,1.66
2022-08-15 12:00:00,16.12,0.0,-0.0,0.0,1.59
2022-08-15 13:00:00,15.99,0.0,-0.0,0.0,1.38
2022-08-15 14:00:00,16.17,140.5,589.23,66.75,1.1
2022-08-15 15:00:00,17.87,237.55,334.51,127.05,1.03
2022-08-15 16:00:00,19.78,262.8,220.91,147.35,1.1
2022-08-15 17:00:00,20.79,498.7,316.59,280.6,1.59
2022-08-15 18:00:00,22.43,868.15,832.24,187.5,2.28
2022-08-15 19:00:00,25.94,867.95,684.64,251.3,2.69
2022-08-15 20:00:00,27.0,866.85,692.17,221.9,2.83
2022-08-15 21:00:00,27.93,837.65,711.56,190.85,3.03
2022-08-15 22:00:00,28.79,705.7,691.77,128.85,3.24
2022-08-15 23:00:00,28.5,443.5,337.29,203.5,3.1
2022-08-16 00:00:00,26.26,292.4,258.48,150.95,2.9
2022-08-16 01:00:00,26.8,138.25,201.63,66.1,2.69
2022-08-16 02:00:00,25.92,26.8,78.53,14.75,2.55
2022-08-16 03:00:00,24.98,0.0,-0.0,0.0,2.14
2022-08-16 04:00:00,23.99,0.0,-0.0,0.0,1.79
2022-08-16 05:00:00,23.09,0.0,-0.0,0.0,1.72
2022-08-16 06:00:00,22.38,0.0,-0.0,0.0,1.59
2022-08-16 07:00:00,21.75,0.0,-0.0,0.0,1.03
2022-08-16 08:00:00,21.01,0.0,-0.0,0.0,1.1
2022-08-16 09:00:00,20.47,0.0,-0.0,0.0,1.03
2022-08-16 10:00:00,20.69,0.0,-0.0,0.0,0.69
2022-08-16 11:00:00,20.42,0.0,-0.0,0.0,0.48
2022-08-16 12:00:00,19.8,0.0,-0.0,0.0,0.41
2022-08-16 13:00:00,18.88,0.0,-0.0,0.0,0.41
2022-08-16 14:00:00,18.16,156.2,798.96,58.1,0.28
2022-08-16 15:00:00,20.23,358.75,801.31,95.75,0.76
2022-08-16 16:00:00,22.63,578.0,946.16,85.35,2.0
2022-08-16 17:00:00,24.51,748.7,951.56,94.9,2.48
2022-08-16 18:00:00,26.28,860.35,925.84,104.8,2.55
2022-08-16 19:00:00,27.28,895.25,873.83,109.8,1.93
2022-08-16 20:00:00,28.73,936.05,886.8,111.5,1.66
2022-08-16 21:00:00,29.84,859.5,827.64,109.0,1.1
2022-08-16 22:00:00,30.27,648.75,602.48,147.85,1.03
2022-08-16 23:00:00,29.99,500.15,581.08,88.3,1.17
2022-08-17 00:00:00,29.51,333.8,479.01,73.2,1.79
2022-08-17 01:00:00,27.96,179.95,372.99,47.8,3.03
2022-08-17 02:00:00,25.72,26.35,90.57,12.8,3.45
2022-08-17 03:00:00,23.51,0.0,-0.0,0.0,2.62
2022-08-17 04:00:00,22.16,0.0,-0.0,0.0,1.86
2022-08-17 05:00:00,21.39,0.0,-0.0,0.0,1.59
2022-08-17 06:00:00,21.03,0.0,-0.0,0.0,1.24
2022-08-17 07:00:00,20.61,0.0,-0.0,0.0,1.24
2022-08-17 08:00:00,20.34,0.0,-0.0,0.0,1.17
2022-08-17 09:00:00,19.74,0.0,-0.0,0.0,1.17
2022-08-17 10:00:00,19.19,0.0,-0.0,0.0,1.1
2022-08-17 11:00:00,18.69,0.0,-0.0,0.0,0.9
2022-08-17 12:00:00,18.65,0.0,-0.0,0.0,0.76
2022-08-17 13:00:00,18.69,0.0,-0.0,0.0,0.69
2022-08-17 14:00:00,18.97,171.9,1024.08,48.6,0.62
2022-08-17 15:00:00,20.96,388.0,973.99,70.4,0.41
2022-08-17 16:00:00,23.95,594.55,986.24,82.95,0.55
2022-08-17 17:00:00,26.06,770.6,990.88,91.6,0.97
2022-08-17 18:00:00,27.82,894.25,974.2,101.0,1.03
2022-08-17 19:00:00,28.68,959.35,950.25,107.0,1.45
2022-08-17 20:00:00,29.9,933.45,889.12,108.55,2.0
2022-08-17 21:00:00,30.52,830.4,786.2,119.25,2.62
2022-08-17 22:00:00,30.48,724.65,740.77,110.65,3.31
2022-08-17 23:00:00,29.99,536.2,599.02,113.35,4.28
2022-08-18 00:00:00,28.53,358.25,526.66,73.45,4.9
2022-08-18 01:00:00,26.78,174.4,344.03,53.75,4.69
2022-08-18 02:00:00,24.82,26.7,98.82,12.3,3.93
2022-08-18 03:00:00,23.26,0.0,-0.0,0.0,2.14
2022-08-18 04:00:00,22.31,0.0,-0.0,0.0,1.93
2022-08-18 05:00:00,21.57,0.0,-0.0,0.0,1.79
2022-08-18 06:00:00,21.07,0.0,-0.0,0.0,1.72
2022-08-18 07:00:00,19.78,0.0,-0.0,0.0,1.86
2022-08-18 08:00:00,19.08,0.0,-0.0,0.0,1.79
2022-08-18 09:00:00,18.49,0.0,-0.0,0.0,1.72
2022-08-18 10:00:00,17.96,0.0,-0.0,0.0,1.66
2022-08-18 11:00:00,17.5,0.0,-0.0,0.0,1.52
2022-08-18 12:00:00,17.13,0.0,-0.0,0.0,1.45
2022-08-18 13:00:00,16.73,0.0,-0.0,0.0,1.45
2022-08-18 14:00:00,16.71,167.4,1008.79,48.35,1.45
2022-08-18 15:00:00,19.16,381.25,958.66,70.7,1.52
2022-08-18 16:00:00,21.85,586.65,975.46,82.55,1.72
2022-08-18 17:00:00,23.93,765.1,987.36,90.35,1.79
2022-08-18 18:00:00,25.67,885.4,963.92,102.3,2.21
2022-08-18 19:00:00,26.14,956.45,952.17,104.2,2.97
2022-08-18 20:00:00,27.29,953.1,911.59,109.25,3.24
2022-08-18 21:00:00,28.01,896.75,878.55,104.1,3.52
2022-08-18 22:00:00,28.24,769.1,795.63,111.7,3.86
2022-08-18 23:00:00,27.85,607.5,739.57,87.6,4.14
2022-08-19 00:00:00,26.91,404.5,613.29,74.9,4.34
2022-08-19 01:00:00,25.31,192.8,404.01,52.6,4.21
2022-08-19 02:00:00,23.35,27.55,107.24,12.35,3.86
2022-08-19 03:00:00,21.41,0.0,-0.0,0.0,2.41
2022-08-19 04:00:00,20.28,0.0,-0.0,0.0,2.14
2022-08-19 05:00:00,19.45,0.0,-0.0,0.0,1.86
2022-08-19 06:00:00,18.8,0.0,-0.0,0.0,1.59
2022-08-19 07:00:00,18.12,0.0,-0.0,0.0,1.38
2022-08-19 08:00:00,17.91,0.0,-0.0,0.0,1.31
2022-08-19 09:00:00,17.7,0.0,-0.0,0.0,1.31
2022-08-19 10:00:00,17.34,0.0,-0.0,0.0,1.31
2022-08-19 11:00:00,16.84,0.0,-0.0,0.0,1.17
2022-08-19 12:00:00,16.47,0.0,-0.0,0.0,1.03
2022-08-19 13:00:00,16.57,0.0,-0.0,0.0,0.83
2022-08-19 14:00:00,16.99,167.8,1034.43,48.2,0.62
2022-08-19 15:00:00,18.98,379.65,953.87,72.7,0.41
2022-08-19 16:00:00,22.07,588.05,974.05,86.6,0.97
2022-08-19 17:00:00,24.0,764.35,981.57,95.4,1.24
2022-08-19 18:00:00,25.85,897.2,986.08,97.95,1.17
2022-08-19 19:00:00,26.45,962.55,966.92,99.0,1.1
2022-08-19 20:00:00,27.74,962.65,928.42,105.2,1.52
2022-08-19 21:00:00,28.73,898.25,884.92,101.95,1.93
2022-08-19 22:00:00,29.29,777.5,830.63,93.4,2.34
2022-08-19 23:00:00,29.36,602.5,735.24,87.85,2.76
2022-08-20 00:00:00,28.95,400.05,611.7,73.4,3.1
2022-08-20 01:00:00,27.85,186.75,392.98,51.85,3.24
2022-08-20 02:00:00,26.0,25.3,98.41,11.75,3.03
2022-08-20 03:00:00,23.83,0.0,-0.0,0.0,2.69
2022-08-20 04:00:00,22.25,0.0,-0.0,0.0,2.28
2022-08-20 05:00:00,21.24,0.0,-0.0,0.0,1.66
2022-08-20 06:00:00,20.66,0.0,-0.0,0.0,1.03
2022-08-20 07:00:00,20.8,0.0,-0.0,0.0,0.83
2022-08-20 08:00:00,20.41,0.0,-0.0,0.0,0.69
2022-08-20 09:00:00,20.28,0.0,-0.0,0.0,0.76
2022-08-20 10:00:00,20.43,0.0,-0.0,0.0,0.83
2022-08-20 11:00:00,20.44,0.0,-0.0,0.0,0.83
2022-08-20 12:00:00,20.23,0.0,-0.0,0.0,0.9
2022-08-20 13:00:00,19.79,0.0,-0.0,0.0,1.03
2022-08-20 14:00:00,19.11,167.8,1059.41,47.85,1.17
2022-08-20 15:00:00,20.38,381.6,970.63,71.35,1.03
2022-08-20 16:00:00,23.37,589.55,981.64,86.15,1.86
2022-08-20 17:00:00,25.32,766.75,988.82,94.75,2.34
2022-08-20 18:00:00,27.26,901.7,995.15,97.0,2.48
2022-08-20 19:00:00,28.54,968.5,972.86,101.6,1.59
2022-08-20 20:00:00,29.95,969.05,940.5,102.5,1.52
2022-08-20 21:00:00,30.97,908.15,904.04,96.85,1.59
2022-08-20 22:00:00,31.61,780.1,834.25,95.3,1.79
2022-08-20 23:00:00,31.64,606.4,745.23,87.05,2.07
2022-08-21 00:00:00,31.22,399.9,616.0,73.1,2.34
2022-08-21 01:00:00,30.38,185.95,398.29,50.75,2.62
2022-08-21 02:00:00,28.82,24.05,97.32,11.05,2.55
2022-08-21 03:00:00,26.75,0.0,-0.0,0.0,2.14
2022-08-21 04:00:00,25.02,0.0,-0.0,0.0,1.86
2022-08-21 05:00:00,23.76,0.0,-0.0,0.0,1.52
2022-08-21 06:00:00,22.8,0.0,-0.0,0.0,1.1
2022-08-21 07:00:00,22.2,0.0,-0.0,0.0,0.48
2022-08-21 08:00:00,22.07,0.0,-0.0,0.0,0.55
2022-08-21 09:00:00,21.75,0.0,-0.0,0.0,0.97
2022-08-21 10:00:00,21.17,0.0,-0.0,0.0,1.31
2022-08-21 11:00:00,20.7,0.0,-0.0,0.0,1.45
